Title,Score,ProgressChapter,ProgressVolumes,Type
Babylon,0,18,2,MANGA
3 Hearts,0,1,0,ONE_SHOT
Asamiya-san no Imouto,0,22,3,MANGA
Boku wa Sunao ja Nai,0,1,0,MANGA
Tamashii no Futago,0,14,2,MANGA
Tiger-ani to Dragon,0,1,0,ONE_SHOT
Adele to Darius,0,1,0,ONE_SHOT
Count Over,0,1,0,ONE_SHOT
Yoru Café.,0,15,3,MANGA
Kakutoshi no Yume,0,7,1,MANGA
Ote wo Haishaku,0,6,1,MANGA
Wake Up Deadman,0,82,3,MANGA
Natsuzora and Run,0,25,5,MANGA
Sorairo Flutter,0,22,3,MANGA
Blood Soul,0,6,1,MANGA
Karakasa no Saien,0,11,2,MANGA
Masou Gakuen HxH,0,28,4,MANGA
Poro no Ryuugaku-ki,0,17,2,MANGA
Granblue Fantasy,0,40,8,MANGA
QP,0,54,8,MANGA
Hidamari ga Kikoeru: Limit,0,16,3,MANGA
Nee, Dare ni mo Himitsu da yo,0,5,1,MANGA
To LOVE-Ru Darkness: Bangai-hen,0,0,0,ONE_SHOT
Tiger & Bunny,0,38,9,MANGA
Akuma no Ichigo,0,5,1,MANGA
The Hating Girl,0,96,5,MANGA
Green.,0,6,1,MANGA
Angel Onayami Soudanjo,0,13,1,MANGA
Glow!,0,12,2,MANGA
Juuou Mujin no Fafnir,0,20,4,MANGA
Mata, Onaji Yume wo Miteita,0,12,3,MANGA
Kounodori,0,328,32,MANGA
Asagaya Geijutu Koukou Eizouka e Youkoso,0,1,0,ONE_SHOT
The Last: Naruto the Movie,0,6,1,NOVEL
Penguin Prince,0,5,1,MANGA
Air Gear - Trick:358,0,1,0,ONE_SHOT
99% Cacao,0,3,1,MANGA
Sorekara, Kimi wo Kangaeru,0,4,1,MANGA
Boku to Kimi to de Niji ni Naru,0,26,5,MANGA
Sumika Sumire,0,48,10,MANGA
5 Seconds,0,7,1,MANGA
Kore wa Ai ja Nai node, Yoroshiku,0,22,5,MANGA
Gakuen Mokushiroku: Highschool of the Head,0,16,1,MANGA
Zero One,0,41,3,MANGA
Dog Style,0,20,3,MANGA
Critical Lovers,0,13,2,MANGA
Totsugimasen Kara!,0,7,1,MANGA
Survival,0,119,22,MANGA
Toaru Kagaku no Railgun SS2,0,8,1,NOVEL
Brother★Shuffle!,0,6,1,MANGA
Souteigai Love Serendipity,0,7,1,MANGA
Kirikagohime to Mahou Tsukai,0,9,2,MANGA
Hatsujou Kareshi,0,10,1,MANGA
Orange,0,1,1,MANGA
Geudeurui Sajeong,0,54,0,MANGA
Life Alive!: Kimi to Hajimeru Gakuen Sousenkyo,0,7,1,MANGA
Asatte Dance,0,89,7,MANGA
Komori-chan wa Yaruki wo Dase,0,91,4,MANGA
Katekin,0,90,10,MANGA
Tsubaki-sama wa Sakihokore nai,0,35,4,MANGA
Louvre no Neko,0,18,2,MANGA
Saranggwa Ujeong Saieseo,0,52,0,MANGA
Black Museum Springald,0,9,1,MANGA
Koi to Senkyo to Chocolate,0,38,6,MANGA
Sonezaki Shinjuu,0,1,0,ONE_SHOT
Campione!,0,11,3,MANGA
Dokgo Rewind,0,273,0,MANGA
Peter Pan♠Syndrome,0,10,2,MANGA
Kono Kutsu Shirimasen Ka?,0,8,1,MANGA
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka: Familia Chronicle - Episode Ryuu,0,12,1,NOVEL
Heart of Freaks,0,0,1,NOVEL
Ichigo no Gakkou,0,5,1,MANGA
Kore ga Koi to Iu naraba,0,14,2,MANGA
Kaworu-kun to Hana no Mori,0,11,2,MANGA
Bokura wa Minna Ikiteiru!,0,19,3,MANGA
Joshikousei to Ouji-chan,0,10,2,MANGA
Akuma Kishi,0,3,1,MANGA
Hotman,0,167,15,MANGA
Lindbergh,0,48,8,MANGA
Linkage,0,5,1,MANGA
Rosario to Vampire,0,4,1,NOVEL
Poppy no Negai,0,1,0,ONE_SHOT
Lessa the Crimson Knight,0,111,0,MANGA
Yukari Zumu,0,17,4,MANGA
Dr. Rurru,0,12,3,MANGA
Sailor♥Danshi,0,7,1,MANGA
Chrome Breaker,0,20,4,MANGA
Blue,0,47,8,MANGA
Yurutto Hunter ☆ Wantan-chan,0,5,1,MANGA
Okasu Bekarazu!! Junketsu Tokku!,0,0,5,MANGA
Ane Comi,0,14,2,MANGA
Fetish Berry,0,0,5,MANGA
Mushoku Kyousei Shuuyoujo,0,29,6,MANGA
Gokujo. Gokurakuin Joshikou Ryou Monogatari,0,99,10,MANGA
Area 51,0,72,15,MANGA
Everyday Lily,0,53,0,MANGA
Love Log,0,1,0,ONE_SHOT
Dolce,0,6,1,MANGA
Joou-sama no Inu,0,46,11,MANGA
B-Shock,0,52,4,MANGA
Cat Shit One,0,29,4,MANGA
Cotton,0,11,1,MANGA
Itsumo Misora,0,49,5,MANGA
Photokano: Sweet Snap,0,20,3,MANGA
Lovenista,0,10,2,MANGA
GT-R,0,10,1,MANGA
Oretachi no Party wa Machigatteiru,0,30,3,MANGA
2 Kaime no Hajimete no Koi,0,1,0,ONE_SHOT
Inou Battle wa Nichijou-kei no Naka de,0,20,4,MANGA
Naze da Naitou,0,0,3,MANGA
Nousatsu Rock Shounen,0,14,3,MANGA
Ookami Lover,0,1,0,ONE_SHOT
Koishite!? Kamisama!!,0,1,0,ONE_SHOT
Citrus Comic Anthology,0,18,1,MANGA
Steins;Gate: Shijou Saikyou no Slight Fever,0,14,2,MANGA
Renai Joshika,0,11,2,MANGA
Geu Namjaui High Heel,0,62,0,MANGA
Shuuden Elegy,0,5,1,MANGA
Zenbu Kimi no Mono,0,1,0,ONE_SHOT
1/2 L♡VE!,0,6,1,MANGA
Ayakashi Hisen,0,71,12,MANGA
+a no Tachiichi,0,13,2,MANGA
Maya no Souretsu,0,4,1,MANGA
Ningen Series,0,54,7,NOVEL
Kirisame ga Furu Mori,0,18,4,MANGA
Dakara Boku wa, H ga Dekinai,0,72,11,NOVEL
THEO,0,5,1,MANGA
Shinkuu Yuusetsu,0,11,3,MANGA
Renchin!,0,6,1,MANGA
Juunikyuu de Tsukamaete,0,20,4,MANGA
Musaigen no Phantom World,0,0,3,NOVEL
Cyboy: Kaizou Shounen,0,11,2,MANGA
Kyou kara Hitman,0,0,31,MANGA
Over Image,0,9,2,MANGA
Gankutsuou,0,17,3,MANGA
Koi no Suicide,0,1,0,ONE_SHOT
Buzzer Beater,0,80,4,MANGA
Nightmare Maker,0,44,6,MANGA
Otogi no Machi no Rena,0,60,7,MANGA
βl@ck★OUT,0,47,3,MANGA
Boukyaku no Haou Rolan,0,27,6,MANGA
Shinobuna! Chiyo-chan,0,31,4,MANGA
Yakusoku no Neverland: Norman kara no Tegami,0,5,1,NOVEL
Shinjuku Swan,0,392,38,MANGA
Intellectual Village no Zashiki Warashi,0,42,9,NOVEL
Youjo Senki Shokudou,0,14,2,MANGA
Air Koi,0,5,1,MANGA
Koishitagari no Blue,0,24,6,MANGA
Mizu no Haru,0,6,1,MANGA
Iyayoiyayo mo Kiss no Uchi,0,5,1,MANGA
Kuro no Tantei,0,30,7,MANGA
Akudama,0,5,1,MANGA
Kuroha to Nijisuke,0,4,1,MANGA
Zankou Noise,0,6,1,MANGA
Suzumiya Haruhi no Yuuutsu,0,8,1,MANGA
Dominion,0,6,1,MANGA
Alice no 100°Cc,0,7,1,MANGA
Betsukiss,0,10,2,MANGA
Koi wa Tsuzuku yo Dokomade mo,0,35,7,MANGA
Warble,0,116,0,MANGA
Girls x Sekuha-Life,0,22,2,MANGA
Himouto! Umaru-chan S,0,18,1,MANGA
Shirokuma Café,0,100,5,MANGA
Tama no Gohoubi,0,17,4,MANGA
Miwaku no Ringo,0,8,1,MANGA
Koi wa Ina Mono Myouna Mono,0,5,1,MANGA
Strawberry Panic!,0,18,3,NOVEL
Clover no Kuni no Alice: Cheshire Cat to Waltz,0,18,7,MANGA
Onii-chan to Issho,0,58,11,MANGA
Houkago Idol,0,1,0,ONE_SHOT
Hatsukiai,0,14,2,MANGA
Clover no Kuni no Alice: Heart no Kishi,0,5,1,MANGA
Arcana,0,14,2,MANGA
Mei-chan no Shitsuji,0,140,20,MANGA
Kimi To Kyun Koi, Shiyou,0,5,1,MANGA
Malicious Code,0,17,4,MANGA
Ren-Chin Girl,0,1,0,ONE_SHOT
Dame BL,0,12,1,MANGA
Kamisama no Iutoori Zero,0,4,0,MANGA
Zetman: Katsura Masakazu Tanpenshuu,0,4,1,MANGA
Diabolik Lovers Prequel,0,7,1,MANGA
Kaguya-sama wa Kokurasetai Shousetsu-ban: Shuuchiin Gakuen Nanafushigi,0,4,1,NOVEL
Futsuu no Koiko-chan,0,81,14,MANGA
Hibike! Euphonium: Kitauji Koukou Suisougakubu e Youkoso,0,19,3,MANGA
Shonan Seven,0,67,17,MANGA
Dantalian no Shoka,0,41,8,NOVEL
Awairo Emaki,0,6,1,MANGA
Classi9,0,23,5,MANGA
Darling wa Namamono ni Tsuki,0,40,8,MANGA
Chou ni Naru Hi.,0,6,1,MANGA
Getenrou,0,9,1,MANGA
Cosmic Colour,0,4,1,MANGA
Open Sesame,0,94,20,MANGA
Tonari no Inuyama-kun,0,1,0,ONE_SHOT
Stardust Memories,0,13,1,MANGA
Teizokurei Daydream,0,23,10,MANGA
Yakkyoku no Pochiyama-san,0,3,1,MANGA
Zettai Reiiki,0,56,9,MANGA
Liselotte to Majo no Mori,0,31,5,MANGA
Aozora Kirai no Usotsuki Semiko,0,7,1,MANGA
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 2-bu - Shinden no Miko Minarai,0,105,4,NOVEL
Mayoke no Darling,0,5,1,MANGA
Boku wa Kimi no Tori ni Naritai,0,6,1,MANGA
Tom Sawyer,0,6,1,MANGA
Sweet Magic Syndrome,0,38,3,MANGA
Heaven's Door,0,4,1,MANGA
Kokoro no Kanashimi,0,12,1,MANGA
Kitto Daremo ga Dareka no Hero,0,1,0,ONE_SHOT
Bambino! Secondo,0,149,13,MANGA
Tsukuyomi,0,109,16,MANGA
Milk Closet,0,20,4,MANGA
Inokashira Gargoyle,0,39,5,MANGA
Ookami-san to Shichinin no Chuugen-tachi,0,30,4,MANGA
Giniro no Genders,0,25,3,MANGA
Anagura Amélie,0,71,0,MANGA
Kidou Keisatsu Patlabor,0,269,22,MANGA
Rensou no Aria,0,5,1,MANGA
Kyouki no Sanmyaku nite,0,25,4,MANGA
Kanshakudama no Yuutsu,0,5,1,MANGA
Fantasista,0,222,25,MANGA
Yellow,0,16,4,MANGA
Fuuzokugurui Desu ga Toshishita Danshi ni Kokuraremashita,0,7,1,MANGA
Countach,0,316,28,MANGA
Pink Lady,0,78,6,MANGA
Apartmate,0,28,2,MANGA
090 Eko to Issho,0,60,4,MANGA
Land Lock,0,34,6,MANGA
Omujo!,0,28,2,MANGA
Cupid no Itazura: Nijidama,0,68,7,MANGA
Usami-san wa Kamawaretai!,0,69,4,MANGA
Shin Angyo Onshi Gaiden,0,4,1,MANGA
Wae Sogigo Nanli,0,50,0,MANGA
Coda,0,16,3,MANGA
Live or Not,0,104,0,MANGA
Goshujin-sama to Watashi,0,3,0,MANGA
Full Moon Joker,0,5,1,MANGA
S Suto na Fujiwara-kun,0,15,2,MANGA
Noa,0,1,0,ONE_SHOT
Terror,0,1,0,ONE_SHOT
Unlucky Mansion,0,72,3,MANGA
Cong Huang Yan Kai Shi,0,66,0,MANGA
Shirobako: Kaminoyama Koukou Animation Doukoukai,0,8,2,MANGA
Yukemuri Sanctuary,0,7,1,MANGA
Tsuki no Sango,0,14,2,MANGA
Baby★I Love You,0,5,1,MANGA
GOLEM HEARTS,0,1,0,ONE_SHOT
Shissou Holiday,0,5,1,MANGA
Witchblade,0,12,2,MANGA
Kamisama no Inai Nichiyoubi,0,43,9,NOVEL
Peepo Choo,0,19,3,MANGA
Koushaku Reijou no Tashinami,0,0,8,NOVEL
Cuticle Tantei Inaba,0,127,19,MANGA
Yoake ni Furu,,0,0,2,MANGA
Kimetsu no Yaiba: Shiawase no Hana,0,5,1,NOVEL
H3 School!,0,30,5,MANGA
Eighth,0,74,16,MANGA
Chunhengi,0,60,13,MANGA
Hoshiiro no Okurimono,0,5,1,MANGA
Mimi wo Sumaseba,0,4,1,MANGA
Wild to Strawberry,0,1,0,ONE_SHOT
Oiran Girl,0,27,5,MANGA
Issho ni Neyouyo,0,35,6,MANGA
Takidani Koukou Manga Club,0,1,0,ONE_SHOT
Memento Mori,0,8,1,MANGA
Otome wa Boku ni Koishiteru,0,21,2,MANGA
Cider to Nakimushi.,0,8,1,MANGA
Aiyoku no Eustia,0,15,2,MANGA
Lives,0,11,2,MANGA
Glamorous,0,9,1,MANGA
&Dropout,0,1,0,ONE_SHOT
Zannen nagara Chigaimasu.,0,1,0,ONE_SHOT
Oda Nobuna no Yabou,0,32,6,MANGA
Sankarea: All Night Rea Long,0,4,1,NOVEL
Kanojo no Namida ga Yuki da Toshitara,0,4,1,MANGA
Hagoromo Mishin,0,6,1,MANGA
Masakadou e Irasshai,0,3,0,MANGA
Sorairo Girlfriend,0,9,1,MANGA
0 no Soukoushi,0,3,1,MANGA
Yongbyeong Maluhan,0,103,15,MANGA
K Side:Blue,0,6,1,NOVEL
Koisuru Futari no Taion,0,7,1,MANGA
Yuki wa Jigoku ni Ochiru no ka,0,29,6,MANGA
Yume no Omocha Koujo,0,13,1,MANGA
Cyber Blue,0,31,4,MANGA
Shoujo Shikkaku,0,9,2,MANGA
Kyoukai no Nai Sekai,0,23,3,MANGA
Mouryou no Hako,0,10,5,MANGA
Majo no Ie: Ellen no Nikki,0,9,2,MANGA
Iberiko Buta to Koi to Tsubaki.,0,0,3,MANGA
Nanatsu no Taizai: Seven Days,0,0,1,NOVEL
K: Countdown,0,8,2,MANGA
Gekkou SS,0,2,0,NOVEL
Koi no Kaori,0,7,1,MANGA
Toukyou Hatsu Isekai Yuki,0,9,1,MANGA
Yurayura, Yureru,0,1,0,ONE_SHOT
Ito Junji Kyoufu Hakubutsukan 9: Oshikiri Idan & Frankenstein,0,11,1,MANGA
AFO-Guard,0,50,5,MANGA
Nise no Chigiri,0,19,4,MANGA
Tokage,0,21,3,MANGA
Project ARMS,0,241,22,MANGA
Otonari-san Game,0,29,1,MANGA
Cosplay☆Animal,0,59,14,MANGA
Yume Yume Shinjuu,0,7,1,MANGA
Yami no Hou e,0,1,0,ONE_SHOT
Lolicon Saga,0,6,1,MANGA
Ane Kurabe,0,13,2,MANGA
Sora ga Haiiro dakara,0,59,5,MANGA
Bokura ga Koi wo Ushinau Riyuu,0,7,1,MANGA
Special A: Jougai Rantou,0,6,1,MANGA
Dokidoki Renai,0,6,1,MANGA
Hoshikuzu Drop,0,20,4,MANGA
Full House Kiss,0,28,6,MANGA
100-nichi Go ni Kao ni Deru Kashiwada,0,100,0,MANGA
Challengers,0,20,4,MANGA
Aoi Destruction!,0,6,1,MANGA
Hot Road,0,18,4,MANGA
Amayadori wa Bus Tei de,0,4,1,MANGA
Kurozakuro,0,67,7,MANGA
Aka no Haikyo,0,7,1,MANGA
Metallica Metalluca,0,17,3,MANGA
Kaiji Gaiden,0,1,0,ONE_SHOT
Seitokai no Ichizon,0,0,10,NOVEL
Tate no Yuusha no Toaru Ichinichi,0,22,3,MANGA
Ore ga Fujoshi de Aitsu ga Yuriota de,0,21,4,MANGA
Hishakai Shindo,0,10,2,MANGA
Honey Milk,0,2,0,MANGA
Vacation Maou to Pet,0,10,1,MANGA
Atashi wa Bambi,0,15,3,MANGA
Fugurumakan Raihouki,0,8,1,MANGA
Tende Freeze!,0,36,4,MANGA
Shiranui Kitanroku,0,8,1,MANGA
Familiar,0,7,1,MANGA
Toaru Majutsu no Index: Endymion no Kiseki,0,9,2,MANGA
Watashi ni Uso wo Tsuite,0,1,0,ONE_SHOT
Kainushi wa Akuma,0,31,11,MANGA
Himegami,0,20,5,MANGA
Seitokai no Ichizon,0,48,8,MANGA
Motto! Himitsu no Akuma-chan,0,5,0,MANGA
Tabako-chan,0,28,2,MANGA
Qko-chan,0,19,2,MANGA
Kanamemo,0,0,6,MANGA
Hanbeon Deo Haeyo,0,100,0,MANGA
Inukai x Tribe,0,22,4,MANGA
Ookami-san to Shichinin no Nakama-tachi,0,0,13,NOVEL
Daichouhen Doraemon,0,126,24,MANGA
Gokujou no Koibito,0,20,4,MANGA
Clear Color,0,1,0,ONE_SHOT
Nogizaka Haruka no Himitsu,0,23,4,MANGA
K: Lost Small World,0,13,3,MANGA
Toriyama Akira Marusaku Gekijou,0,38,3,MANGA
Akuma ga Hallelujah,0,4,1,MANGA
Kono Koi ni Mirai wa nai,0,14,2,MANGA
Sensei, Kiite yo,0,4,1,MANGA
Aku no Meshitsukai,0,0,2,MANGA
Asa mo, Hiru mo, Yoru mo.,0,11,2,MANGA
Kamiyadori,0,29,5,MANGA
Tonari no Heya kara Aegigoe ga Surun desu kedo,0,33,2,MANGA
Boku no Tonari ni Ankoku Hakaishin ga Imasu,0,78,12,MANGA
Hanzou no Mon,0,62,19,MANGA
Hidan no Aria AA,0,109,14,MANGA
Tantei no Tantei,0,22,2,MANGA
King of Idol,0,61,6,MANGA
Dousaibou Seibutsu.,0,7,1,MANGA
Sentimental Garden Lover,0,7,1,MANGA
Ai no Tame ni,0,3,1,MANGA
After Morning Love,0,5,1,MANGA
Mazu wa, Hitokuchi.,0,7,1,MANGA
3-manen no Kareshi,0,6,1,MANGA
Sayonara Folklore,0,7,1,MANGA
Buzzy Noise,0,53,5,MANGA
Shinigami x Doctor,0,13,3,MANGA
Junk: Record of the Last Hero,0,35,7,MANGA
Umineko no Naku Koro ni Episode X,0,0,2,MANGA
Sadako-san to Sadako-chan,0,8,1,MANGA
Mayoiga: Tsumi to Batsu,0,28,3,MANGA
Endless Eden,0,7,1,MANGA
Mushibugyou,0,24,3,MANGA
Udon no Kuni no Kiniro Kemari,0,72,12,MANGA
Mikansei Lovers,0,14,3,MANGA
Seifuku!,0,24,4,MANGA
Seirei Tsukai no Blade Dance,0,4,0,MANGA
Devil's Honey,0,7,1,MANGA
Warui Ouji Demo Suki,0,5,1,MANGA
Ai no Kusabi,0,37,6,NOVEL
Guodu Jiechu,0,126,0,MANGA
Yu☆Gi☆Oh! ARC-V,0,45,7,MANGA
Otona Pink,0,12,2,MANGA
6 no Trigger,0,20,4,MANGA
R-18 Love Report!,0,16,4,MANGA
Otodokeshimasu,0,8,1,MANGA
School Mate,0,32,4,MANGA
Scarlet,0,11,2,MANGA
Taiho Shichauzo,0,79,7,MANGA
Kodihaedeuripnida,0,25,0,MANGA
Haikei, Nanashi-sama,0,1,0,ONE_SHOT
Nijiiro Tougarashi,0,109,11,MANGA
Nonchan to Watashi,0,1,0,ONE_SHOT
Kanchigai Hime to Usotsuki Shimobe,0,4,1,MANGA
Little Little,0,8,1,MANGA
Kuroyome,0,8,1,MANGA
Namsuga Gidalineun Mogyogtang,0,45,0,MANGA
Slow Step,0,55,7,MANGA
Yotsukoto,0,26,2,MANGA
Maou Kyoudai,0,29,4,MANGA
Hayancheonsaege Nalgaeneun Eopsda,0,78,0,MANGA
Jiing Ling Qui Long,0,194,0,MANGA
Bokusatsu Tenshi Dokuro-chan,0,19,3,MANGA
Tokyo Summer of the Dead,0,0,4,MANGA
Be-Bop-Highschool,0,308,48,MANGA
Watashi wa Shingo,0,114,10,MANGA
Mahou Shoujo Lyrical Nanoha A's,0,7,1,MANGA
Gujebulleung,0,5,0,MANGA
Sayonara, Hero.,0,3,1,MANGA
Orange Planet,0,21,5,MANGA
Kyou Kara Yonshimai,0,15,3,MANGA
Rinjin wa Chou,0,4,1,MANGA
Kimi to Kami Hiko–ki to.,0,12,1,MANGA
Dennou Kakugi Mephisto Waltz,0,9,1,MANGA
BLOOD+ Yakou Joushi,0,5,1,MANGA
Tokyo Innocent,0,47,9,MANGA
Nanairo Kakumei,0,37,8,MANGA
Kantoku Fuyuki Todoki,0,22,1,MANGA
Number,0,41,7,MANGA
Akikan!,0,7,1,MANGA
Madonna wa Glass Case no Naka,0,16,2,MANGA
Icaro,0,12,2,MANGA
Mizu Megami (Undine) wa Kyou mo Koi wo Suru ka?,0,30,3,MANGA
Sabagebu!,0,75,13,MANGA
Toradora Spin-off!,0,34,3,NOVEL
Space Adventure Cobra,0,155,18,MANGA
Hokenshitsu no Kageyama-kun,0,23,4,MANGA
Aoyama Tsukiko desu!,0,12,3,MANGA
Butter!!!,0,0,6,MANGA
NaQaden,0,25,6,MANGA
Himikoi,0,7,2,MANGA
Migawari Hakushaku no Bouken,0,32,6,MANGA
Lucu Lucu,0,90,10,MANGA
Date A Origami,0,15,1,MANGA
Ano Ko to Juliet,0,5,1,MANGA
Young Gun Carnaval,0,23,5,MANGA
Mayoe! Nanatsu no Taizai Gakuen!,0,47,4,MANGA
Boku to Uchuujin,0,38,3,MANGA
Ane no Onaka wo Fukuramaseru no wa Boku,0,28,4,MANGA
Setsuna Graffiti,0,17,4,MANGA
Last Inning,0,440,44,MANGA
Fumi-kun mo Mousou,0,1,0,MANGA
Haru no Minuet,0,1,1,ONE_SHOT
Junjou Minimum,0,7,1,MANGA
Yamete Kudasai, Koishii Desu.,0,6,1,MANGA
Sono Me, Kuchi hodo ni.,0,4,1,MANGA
Taranta Ranta,0,12,2,MANGA
Zoushoku Shoujo Plana-chan!,0,22,2,MANGA
Tales of the Abyss,0,47,8,MANGA
Jungle Taitei,0,22,3,MANGA
HOT,0,1,0,ONE_SHOT
MIXiM★11,0,129,12,MANGA
Monster Hunter: Senkou no Kariudo,0,79,10,MANGA
Himesama Tanuki no Koizanyou,0,75,9,MANGA
Spider-man,0,33,5,MANGA
Space☆Dandy,0,16,2,MANGA
Urakata!!,0,38,7,MANGA
Mienai Hito-tachi.,0,2,0,MANGA
Bijo ga Yajuu,0,30,5,MANGA
Secret Kiss,0,5,1,MANGA
Futsutsukamono no Ani desu ga,0,28,6,MANGA
Gyosuinhyeong,0,70,3,MANGA
Shiryoku Kensa,0,16,3,MANGA
The Quiz,0,10,1,MANGA
Kyousou Giga,0,13,2,MANGA
Kawaiikereba Hentai demo Suki ni Natte Kuremasu ka? Abnormal Harem,0,7,1,MANGA
Kemomimi,0,1,0,ONE_SHOT
Dear Mine,0,22,4,MANGA
Itadakimasu,0,20,4,MANGA
Haikyo Shoujo,0,4,1,MANGA
Teen Spirit,0,25,4,MANGA
Zelda no Densetsu: Kamigami no Triforce (1992),0,12,1,MANGA
Husk of Eden,0,28,4,MANGA
Rock it, GIRL!!,0,12,2,MANGA
Living Dead!,0,59,4,MANGA
Chu-Bra!!,0,48,7,MANGA
Reizou(ko) Ningen Dai Ichigou,0,1,0,ONE_SHOT
Lady Justice,0,16,2,MANGA
Tengen Toppa Gurren Lagann: Rasen Shounentan,0,5,1,MANGA
Salaryman Exorcist: Okumura Yukio no Aishuu,0,87,4,MANGA
Biblia Koshodou no Jiken Techou,0,26,6,MANGA
Dr. Prisoner,0,32,4,MANGA
Kono Koi wa Fukami-kun no Plan ni wa Nai.,0,34,3,MANGA
Sorairo Koiiro,0,5,1,MANGA
Natsu no Kakera,0,5,1,MANGA
Joushi to no Hitoban,0,6,1,MANGA
.hack//Another Birth,0,28,4,NOVEL
Manazashi no Hayagane,0,5,1,MANGA
Boku x Kano,0,7,1,MANGA
Sword Art Online: Lisbeth Edition,0,2,1,MANGA
Sensei wa Dummy,0,3,3,MANGA
I Hate,0,6,1,MANGA
Koori ga Tokeru no wo Matteru,0,6,1,MANGA
Sora no Otoshimono Pico,0,11,1,MANGA
Ai wo Kou Kemono,0,7,1,MANGA
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,0,0,13,NOVEL
Seirei no Moribito,0,16,3,MANGA
Sen wa, Boku wo Egaku,0,32,4,MANGA
Menhera-chan,0,0,2,MANGA
Kuro Bara Alice,0,27,6,MANGA
Beelzebub Bangai-hen,0,6,0,MANGA
Koori no Mamono no Monogatari,0,75,24,MANGA
Kanawanu Koi no Musubikata,0,7,1,MANGA
Steins;Gate The Distant Valhalla,0,1,1,NOVEL
Midnight Rain,0,8,1,MANGA
Ilya,0,1,0,ONE_SHOT
Ano Ko to Boku no Ie,0,4,1,MANGA
Momonchi,0,5,1,MANGA
Ousama ni Sasagu Kusuriyubi,0,41,8,MANGA
Matantei Loki,0,34,7,MANGA
Ai to Yokubou wa Gakuen de,0,72,12,MANGA
Island,0,46,7,MANGA
He Is a High School Girl,0,81,0,MANGA
Slow Down,0,1,0,ONE_SHOT
Chikyuu wa Boku ga Mawasu,0,7,1,MANGA
Mitsu-Aji Blood,0,10,2,MANGA
Yubikiri Hime,0,1,0,ONE_SHOT
Sakana no Miru Yume,0,15,2,MANGA
Fenrir-neesan to Boku,0,12,3,MANGA
Hana wa Knife wo Mi ni Matou,0,5,1,MANGA
Slime-san to Yuusha Kenkyuubu,0,38,4,MANGA
Persona 5: Mementos Mission,0,19,3,MANGA
Haiyore! Nyaruko-san,0,65,12,NOVEL
DoraYome,0,1,0,ONE_SHOT
Torikissa!,0,46,7,MANGA
Kimi no Koto nado Zettai ni,0,22,4,MANGA
Radical Blood Monster,0,11,2,MANGA
Imomushi,0,4,1,MANGA
MM!,0,40,7,MANGA
Shinjuku DxD,0,41,5,MANGA
Super Oresama Love Story,0,4,1,MANGA
Dadadadan.,0,30,6,MANGA
Hatsukoi Canvas,0,5,1,MANGA
The End,0,20,4,MANGA
HELLO WORLD,0,10,2,MANGA
Dies Irae: Amantes Amentes,0,0,4,MANGA
Psycho-Pass,0,0,2,NOVEL
GA: Geijutsuka Art Design Class,0,70,7,MANGA
Umineko no Naku Koro ni,0,0,8,NOVEL
Crows Zero,0,77,9,MANGA
Futari no Lion,0,8,1,MANGA
Barairo ma Hani La vie d'amour,0,15,3,MANGA
Boku wa Tomodachi ga Sukunai: Haganai Hiyori,0,8,1,MANGA
Shitsuji Shoujo to Ojousama,0,18,2,MANGA
Darenimo Iwanaide,0,7,1,MANGA
Yawarakai Onna,0,10,1,MANGA
Nicochuu,0,7,1,MANGA
Love Stalking!,0,4,1,MANGA
Les Goukon to Mayoikonda Nonke no Musume,0,13,0,MANGA
Gekiga Hitler,0,17,1,MANGA
Crimsons: Akai Koukaishatachi,0,36,4,MANGA
Majutsushi Orphen Haguretabi,0,36,6,MANGA
Hell Blade,0,36,5,MANGA
Joshi Kouhei,0,45,7,MANGA
NYANKEES,0,0,0,MANGA
Red Night Eve,0,51,9,MANGA
Manga no Tsukurikata,0,63,8,MANGA
T-sensei,0,43,7,MANGA
Usotsuki Lily 0,0,4,1,MANGA
Shin Mazinger Zero,0,42,9,MANGA
Defense Bakari no Koi ja dame!!,0,1,0,ONE_SHOT
Celeste Blue,0,1,0,ONE_SHOT
Crazy for You,0,24,6,MANGA
Doraemon,0,1,0,ONE_SHOT
Momoyama Kyoudai,0,20,4,MANGA
Kimi no Kaori,0,1,0,ONE_SHOT
Sabishigariya wa Yume wo Miru,0,5,1,MANGA
.hack//Alcor,0,7,1,MANGA
Karate Shoukoushi Monogatari,0,60,6,MANGA
Maburaho,0,13,2,MANGA
Gakuen Tengoku,0,86,8,MANGA
Asobi ni Iku yo!,0,57,10,MANGA
Pet,0,55,5,MANGA
Fubin BL,0,11,1,MANGA
Tatta Hitori no Kimi to Nanajuuoku no Shinigami,0,9,3,MANGA
Netsuryou: Calorie,0,6,1,MANGA
Oishii Kankei,0,71,16,MANGA
Chiyo-chan no Yomeiri,0,4,1,MANGA
Kirakira,0,5,1,MANGA
Kono Kamen no Akuma ni Sodan wo!,0,12,2,MANGA
Kagakushitsu no Ouji,0,6,1,MANGA
Hana ni Kedamono,0,53,10,MANGA
Love Sick,0,18,3,MANGA
Mousou Cherry,0,7,1,MANGA
Remote,0,100,10,MANGA
